,session_no,Member_name,Days_attended
2801,218,parshottam rupala,  10
2802,218,anusuiya uikey,  15
2803,218,rajkumar dhoot,  10
2804,218,ejaz ali,  20
2805,218,shivpratap singh, 15
2806,218,krishan lal balmiki,  23
2807,218,raghunandan sharma,  18
2808,218,kusum rai,  11
2809,218,rudra narayan pany,  21
2810,218,pyarimohan mohapatra,  9
2811,218,n.r. govindarajar,  6
2812,218,t.t.v. dhinakaran,  3
2813,218,naresh gujral,  21
2814,218,varinder singh bajwa,  9
2815,218,lalhming liana,  17
2816,218,surendra motilal patel,  10
2817,218,bhagirathi majhi,  23
2818,218,anil madhav dave,  9
2819,218,kaptan singh solanki,  20
2820,218,george fernandes,  6
2821,218,kumar deepak das,  23
2822,218,kishore kumar mohanty,  20
2823,218,mangala kisan,  23
2824,218,renubala pradhan,  15
2825,218,parimal nathwani,  8
2826,218,biswajit daimary,  19
2827,218,bharatkumar raut,  19
2828,218,arun jaitley,  LOP
2829,218,k. rahman khan, HDC
2830,218,maya singh,  9
2831,218,bhagat singh koshyari, 20
2832,218,rajiv pratap rudy,  21
2833,218,ramdas agarwal,  10
2834,218,vijaykumar rupani,  16
2835,218,prakash javadekar,  19
2836,218,om prakash mathur,  16
2837,218,k.b. shanappa, 17
2838,218,shreegopal vyas, 23
2839,218,prabhat jha,  7
2840,218,kanjibhai patel,  20
2841,218,narayan singh kesari,  19
2842,218,gyan prakash pilania,  22
2843,218,jai prakash narayan singh, 11
2844,218,natuji halaji thakor,  11
2845,218,bharatsinh prabhatsinh parmar,  10
2846,218,,
2847,225Part1,manmohan singh,  PM
2848,225Part1,ambika soni,  M
2849,225Part1,rajeev shukla,  M
2850,225Part1,anand sharma,  M
2851,225Part1,murli deora,  10
2852,225Part1,saif-ud-din soz,  13
2853,225Part1,mohsina kidwai, 13
2854,225Part1,rishang keishing,  9
2855,225Part1,ashwani kumar,  M
2856,225Part1,janardan dwivedi,  14
2857,225Part1,sushila tiriya,  12
2858,225Part1,chaudhary birender singh,  10
2859,225Part1,narendra budania,  13
2860,225Part1,prabha thakur,  11
2861,225Part1,viplove thakur,  14
2862,225Part1,alka balram kshatriya,  14
2863,225Part1,praveen rashtrapal,  8
2864,225Part1,parvez hashmi,  13
2865,225Part1,shadi lal batra,  14
2866,225Part1,p. kannan, 14
2867,225Part1,naznin faruque,  14
2868,225Part1,a.k. antony,  M
2869,225Part1,s.m. krishna, M
2870,225Part1,ghulam nabi azad,  M
2871,225Part1,karan singh,  13
2872,225Part1,vayalar ravi,  M
2873,225Part1,jairam ramesh, M
2874,225Part1,g.k. vasan,  M
2875,225Part1,ahmed patel,  11
2876,225Part1,p.j. kurien,  14
2877,225Part1,oscar fernandes, 8
2878,225Part1,m.s. gill,  14
2879,225Part1,t. subbarami reddy,  6
2880,225Part1,mani shankar aiyar,13
2881,225Part1,jayanthi natarajan,  M
2882,225Part1,nandi yellaiah,  11
2883,225Part1,bhubaneswar kalita,  12
2884,225Part1,mabel rebello, 14
2885,225Part1,mukut mithi,  14
2886,225Part1,satish sharma,  14
2887,225Part1,satyavrat chaturvedi,  13
2888,225Part1,e.m. sudarsana natchiappan,  14
2889,225Part1,shantaram naik, 9
2890,225Part1,rama chandra khuntia,  12
2891,225Part1,raashid alvi,  13
2892,225Part1,v. hanumantha rao,  7
2893,225Part1,mohammad shafi,  14
2894,225Part1,g. sanjeeva reddy,  11
2895,225Part1,b. s. gnanadesikan,  11
2896,225Part1,ram prakash,  14
2897,225Part1,k. keshava rao,  13
2898,225Part1,bhalchandra mungekar,13
2899,225Part1,husain dalwai,  14
2900,225Part1,abhishek manu singhvi,  6
2901,225Part1,jesudasu seelam,  9
2902,225Part1,dhiraj prasad sahu, 10
2903,225Part1,p. bhattacharya,  13
2904,225Part1,t. ratna bai,  14
2905,225Part1,vijaylaxmi sadho,  14
2906,225Part1,anil h. lad, 7
2907,225Part1,ishwar singh,  14
2908,225Part1,mohd. ali khan,  14
2909,225Part1,pankaj bora,  14
2910,225Part1,avinash pande,  14
2911,225Part1,ashk ali tak,  14
2912,225Part1,k.v.p. ramachandra rao,  13
2913,225Part1,biswajit daimary,  11
2914,225Part1,srinjoy bose,  10
2915,225Part1,n. janardhana reddy,  11
2916,225Part1,motilal vora, 14
2917,225Part1,tariq anwar,  13
2918,225Part1,mukul roy,  M
2919,225Part1,prem chand gupta,  14
2920,225Part1,d. raja,  9
2921,225Part1,mohan singh,  12
2922,225Part1,moinul hassan,  13
2923,225Part1,jabir husain,  11
2924,225Part1,kanimozhi,  13
2925,225Part1,d. bandyopadhyay,  13
2926,225Part1,shyamal chakraborty,  12
2927,225Part1,mahendra prasad,  11
2928,225Part1,rajniti prasad,  9
2929,225Part1,ram vilas paswan,  13
2930,225Part1,yogendra p. trivedi,  7
2931,225Part1,k.p. ramalingam,  7
2932,225Part1,mangala kisan,  11
2933,225Part1,tarini kanta roy,  12
2934,225Part1,sukhendu sekhar ray,  13
2935,225Part1,h.k. dua,14
2936,225Part1,ashok s. ganguly,8
2937,225Part1,javed akhtar,7
2938,225Part1,m.s. swaminathan,13
2939,225Part1,vijay mallya, 3
2940,225Part1,ram kripal yadav,  14
2941,225Part1,janardhan waghmare,  8
2942,225Part1,vasanthi stanley,  14
2943,225Part1,t.m. selvaganapathi,  9
2944,225Part1,b. jayashree,13
2945,225Part1,derek o' brien,  12
2946,225Part1,veer pal singh yadav,  12
2947,225Part1,khekiho zhimomi,  3
2948,225Part1,renubala pradhan,  5
2949,225Part1,hishey lachungpa,  10
2950,225Part1,thomas sangma, 14
2951,225Part1,ishwarlal shankarlal jain,  12
2952,225Part1,ranjitsinh vijaysinh mohite-patil,  12
2953,225Part1,s. thangavelu,  4
2954,225Part1,a.a. jinnah,  14
2955,225Part1,g. n. ratanpuri,  14
2956,225Part1,kanwar deep singh,  14
2957,225Part1,mohammed adeeb,  14
2958,225Part1,mahmood a. madani,  5
2959,225Part1,r.c. singh,  12
2960,225Part1,sitaram yechury,  11
2961,225Part1,pyarimohan mohapatra,  12
2962,225Part1,shivanand tiwari,  14
2963,225Part1,satish chandra misra,  10
2964,225Part1,prasanta chatterjee,  13
2965,225Part1,ram gopal yadav,  9
2966,225Part1,n. k. singh,  10
2967,225Part1,brajesh pathak,  14
2968,225Part1,v. maitreyan,  14
2969,225Part1,tapan kumar sen,  10
2970,225Part1,kishore kumar mohanty,  9
2971,225Part1,ali anwar ansari,  7
2972,225Part1,akhilesh das gupta,  7
2973,225Part1,rajaram,  14
2974,225Part1,veer singh,  11
2975,225Part1,t.k. rangarajan,  13
2976,225Part1,p. rajeeve,  9
2977,225Part1,mahendra mohan,  12
2978,225Part1,s.p.singh baghel,  14
2979,225Part1,m.v. mysura reddy,  10
2980,225Part1,sanjay raut,  14
2981,225Part1,barun mukherji,  14
2982,225Part1,syed azeez pasha,  11
2983,225Part1,k.n. balagopal,  8
2984,225Part1,nandamuri harikrishna,  9
2985,225Part1,jai prakash,  7
2986,225Part1,ganga charan,  11
2987,225Part1,brijlal khabri,  12
2988,225Part1,saman pathak,  14
2989,225Part1,k.e. ismail,  4
2990,225Part1,parimal nathwani,  9
2991,225Part1,amar singh,  2
2992,225Part1,rajeev chandrasekhar, 7
2993,225Part1,munquad ali,  5
2994,225Part1,jugul kishore,  6
2995,225Part1,avtar singh karimpuri,  10
2996,225Part1,ambeth rajan,  14
2997,225Part1,ahmad saeed malihabadi,  14
2998,225Part1,jharna das baidya,  14
2999,225Part1,t.n. seema,  14
3000,225Part1,m.p. achuthan,  10
3001,225Part1,salim ansari,  14
3002,225Part1,pramod kureel,  8
3003,225Part1,rajpal singh saini,  14
3004,225Part1,narendra kumar kashyap,  10
3005,225Part1,manohar joshi,  4
3006,225Part1,m. venkaiah naidu,  14
3007,225Part1,shanta kumar,  9
3008,225Part1,s.s. ahluwalia, 14
3009,225Part1,m. rama jois, 14
3010,225Part1,ram jethmalani,  9
3011,225Part1,vikram verma,  13
3012,225Part1,c.p. thakur,  13
3013,225Part1,balavant alias bal apte,  9
3014,225Part1,ravi shankar prasad,  10
3015,225Part1,paul manoj pandian,  1
3016,225Part1,mukhtar abbas naqvi, 13
3017,225Part1,balbir punj,  13
3018,225Part1,vinay katiyar,  9
3019,225Part1,kalraj mishra,  4
3020,225Part1,birendra prasad baishya,  13
3021,225Part1,sardar sukhdev singh dhindsa,  4
3022,225Part1,n. balaganga,  14
3023,225Part1,nand kumar sai, 14
3024,225Part1,anusuiya uikey,  13
3025,225Part1,parshottam rupala,  13
3026,225Part1,prabhat jha,  11
3027,225Part1,rajkumar dhoot,  9
3028,225Part1,sardar balwinder singh bhunder,  11
3029,225Part1,upendra kushwaha,  11
3030,225Part1,shivpratap singh, 11
3031,225Part1,v.p. singh badnore,  14
3032,225Part1,raghunandan sharma,  13
3033,225Part1,kusum rai,  14
3034,225Part1,rudra narayan pany,  6
3035,225Part1,kumar deepak das,  14
3036,225Part1,anil kumar sahani,  4
3037,225Part1,a. elavarasan,  13
3038,225Part1,naresh gujral,  13
3039,225Part1,lalhming liana,  11
3040,225Part1,hema malini, 7
3041,225Part1,piyush goyal,  14
3042,225Part1,anil madhav dave,  10
3043,225Part1,kaptan singh solanki,  11
3044,225Part1,shashi bhusan behera,  13
3045,225Part1,baishnab parida,  14
3046,225Part1,ranbir singh parjapati,  13
3047,225Part1,y. s. chowdary,  12
3048,225Part1,gundu sudharani,  7
3049,225Part1,a. w. rabi bernard,  14
3050,225Part1,ram chandra prasad singh,  9
3051,225Part1,sabir ali,  11
3052,225Part1,meghraj jain,  13
3053,225Part1,dilipbhai pandya,  13
3054,225Part1,bimla kashyap sood,  11
3055,225Part1,arun jaitley,  LOP
3056,225Part1,k. rahman khan, HDC
3057,225Part1,maya singh,  14
3058,225Part1,bhagat singh koshyari, 11
3059,225Part1,rajiv pratap rudy,  13
3060,225Part1,ramdas agarwal,  6
3061,225Part1,chandan mitra,  14
3062,225Part1,vijaykumar rupani,  12
3063,225Part1,prakash javadekar,  14
3064,225Part1,om prakash mathur,  13
3065,225Part1,avinash rai khanna,  13
3066,225Part1,k.b. shanappa, 12
3067,225Part1,shreegopal vyas, 14
3068,225Part1,aayanur manjunatha, 10
3069,225Part1,tarun vijay, 14
3070,225Part1,kanjibhai patel,  14
3071,225Part1,narayan singh kesari,  14
3072,225Part1,smriti zubin irani,  12
3073,225Part1,gyan prakash pilania,  14
3074,225Part1,jai prakash narayan singh, 14
3075,225Part1,natuji halaji thakor,  9
3076,225Part1,bharatsinh prabhatsinh parmar,  10
3077,225Part1,,
3078,227,manmohan singh,  PM
3079,227,ambika soni,  19
3080,227,rajeev shukla,  M
3081,227,anand sharma,  M
3082,227,saif-ud-din soz,  18
3083,227,mohsina kidwai, 20
3084,227,rishang keishing,  19
3085,227,k. chiranjeevi,  M
3086,227,janardan dwivedi,  20
3087,227,praveen rashtrapal,  11
3088,227,chaudhary birender singh,  19
3089,227,narendra budania,  19
3090,227,prabha thakur,  18
3091,227,alka balram kshatriya,  10
3092,227,parvez hashmi,  20
3093,227,ashk ali tak,  20
3094,227,shadi lal batra,  16
3095,227,palvai govardhan reddy,  15
3096,227,p. kannan, 12
3097,227,naznin faruque,  17
3098,227,a.k. antony,  M
3099,227,k. rahman khan, M
3100,227,ghulam nabi azad,  M
3101,227,karan singh,  18
3102,227,vayalar ravi,  M
3103,227,jairam ramesh, M
3104,227,g.k. vasan,  M
3105,227,ahmed patel,  9
3106,227,ashwani kumar,  M
3107,227,oscar fernandes, 18
3108,227,m.s. gill,  20
3109,227,t. subbarami reddy,  13
3110,227,mani shankar aiyar,17
3111,227,jayanthi natarajan,  M
3112,227,nandi yellaiah,  16
3113,227,bhubaneswar kalita,  15
3114,227,renuka chowdhury,  15
3115,227,mukut mithi,  13
3116,227,satish sharma,  19
3117,227,rasheed masood,  16
3118,227,satyavrat chaturvedi,  20
3119,227,e.m. sudarsana natchiappan,  19
3120,227,shantaram naik, 16
3121,227,vijay jawaharlal darda,  11
3122,227,rama chandra khuntia,  11
3123,227,ram prakash,  20
3124,227,v. hanumantha rao,  10
3125,227,mohammad shafi,  19
3126,227,vijaylaxmi sadho,  20
3127,227,b. s. gnanadesikan,  14
3128,227,ishwar singh,  20
3129,227,mohd. ali khan,  20
3130,227,bhalchandra mungekar,18
3131,227,husain dalwai,  19
3132,227,abhishek manu singhvi,  9
3133,227,jesudasu seelam,  15
3134,227,dhiraj prasad sahu, 20
3135,227,p. bhattacharya,  17
3136,227,t. ratna bai,  20
3137,227,ananda bhaskar rapolu,  13
3138,227,anil h. lad, 14
3139,227,mahendra singh mahra, 20
3140,227,pankaj bora,  20
3141,227,avinash pande,  19
3142,227,pradeep kumar balmuchu, 20
3143,227,k.v.p. ramachandra rao,  11
3144,227,biswajit daimary,  17
3145,227,joy abraham,  18
3146,227,n. janardhana reddy,  1
3147,227,motilal vora, 20
3148,227,mukul roy,  7
3149,227,tariq anwar,  M
3150,227,sukhendu sekhar ray,  17
3151,227,d. raja,  17
3152,227,devender goud t.,  12
3153,227,shashi bhusan behera,  20
3154,227,yogendra p. trivedi,  12
3155,227,derek o' brien,  17
3156,227,kanimozhi,  12
3157,227,prem chand gupta,  20
3158,227,shyamal chakraborty,  15
3159,227,mahendra prasad,  13
3160,227,ram vilas paswan,  16
3161,227,kiranmay nanda,  17
3162,227,d.p. tripathi,  20
3163,227,k.p. ramalingam,  20
3164,227,tarini kanta roy,  13
3165,227,kanwar deep singh,  20
3166,227,h.k. dua,20
3167,227,anu aga,11
3168,227,rekha,1
3169,227,ashok s. ganguly,18
3170,227,javed akhtar,7
3171,227,m.s. swaminathan,17
3172,227,vijay mallya, 5
3173,227,ram kripal yadav,  15
3174,227,janardhan waghmare,  5
3175,227,vasanthi stanley,  19
3176,227,t.m. selvaganapathi,  12
3177,227,b. jayashree,8
3178,227,k. parasaran,13
3179,227,mrinal miri,20
3180,227,d. bandyopadhyay,  19
3181,227,srinjoy bose,  9
3182,227,khekiho zhimomi,  5
3183,227,vandana chavan,  3
3184,227,ishwarlal shankarlal jain,  15
3185,227,thomas sangma, 16
3186,227,hishey lachungpa,  15
3187,227,s. thangavelu,  18
3188,227,a.a. jinnah,  19
3189,227,g. n. ratanpuri,  20
3190,227,mohammed adeeb,  15
3191,227,md. nadimul haque,  18
3192,227,vivek gupta,  17
3193,227,kunal kumar ghosh,  12
3194,227,sitaram yechury,  19
3195,227,mohan singh,  18
3196,227,shivanand tiwari,  20
3197,227,km. mayawati,  18
3198,227,prasanta chatterjee,  20
3199,227,ram gopal yadav,  17
3200,227,n. k. singh,  19
3201,227,satish chandra misra,  19
3202,227,v. maitreyan,  19
3203,227,tapan kumar sen,  16
3204,227,naresh agrawal,  20
3205,227,ali anwar ansari,  19
3206,227,akhilesh das gupta,  19
3207,227,veer singh,  20
3208,227,brajesh pathak,  20
3209,227,t.k. rangarajan,  18
3210,227,p. rajeeve,  19
3211,227,jaya bachchan,  18
3212,227,mangala kisan,  18
3213,227,s.p.singh baghel,  20
3214,227,rajaram,  20
3215,227,sanjay raut,  12
3216,227,barun mukherji,  13
3217,227,bashistha narain singh,  12
3218,227,k.n. balagopal,  18
3219,227,jharna das baidya,  20
3220,227,renubala pradhan,  13
3221,227,rajeev chandrasekhar, 13
3222,227,munquad ali,  20
3223,227,brijlal khabri,  20
3224,227,pyarimohan mohapatra,  13
3225,227,darshan singh yadav,  20
3226,227,ram chandra prasad singh,  13
3227,227,parimal nathwani,  6
3228,227,amar singh,  7
3229,227,nandamuri harikrishna,  18
3230,227,c.m. ramesh,  18
3231,227,jugul kishore,  20
3232,227,avtar singh karimpuri,  20
3233,227,ambeth rajan,  20
3234,227,ahmad saeed malihabadi,  20
3235,227,ranbir singh parjapati,  15
3236,227,c.p. narayanan,  19
3237,227,t.n. seema,  20
3238,227,m.p. achuthan,  20
3239,227,alok tiwari,  20
3240,227,arvind kumar singh,  20
3241,227,chaudhary munvvar saleem,  20
3242,227,salim ansari,  20
3243,227,rajpal singh saini,  20
3244,227,narendra kumar kashyap,  20
3245,227,najma a. heptulla,  15
3246,227,m. venkaiah naidu,  20
3247,227,shanta kumar,  17
3248,227,ravi shankar prasad,  19
3249,227,m. rama jois, 20
3250,227,ram jethmalani,  15
3251,227,thaawarchand gehlot,  19
3252,227,c.p. thakur,  16
3253,227,vinay katiyar,  17
3254,227,mukhtar abbas naqvi, 17
3255,227,paul manoj pandian,  1
3256,227,dharmendra pradhan,  17
3257,227,balbir punj,  19
3258,227,v.p. singh badnore,  17
3259,227,jagat prakash nadda,  18
3260,227,birendra prasad baishya,  15
3261,227,sardar sukhdev singh dhindsa,  12
3262,227,n. balaganga,  10
3263,227,avinash rai khanna,  18
3264,227,kaptan singh solanki,  20
3265,227,parshottam rupala,  5
3266,227,prabhat jha,  13
3267,227,rajkumar dhoot,  11
3268,227,sardar balwinder singh bhunder,  17
3269,227,upendra kushwaha,  18
3270,227,shivpratap singh, 16
3271,227,piyush goyal,  14
3272,227,raghunandan sharma,  19
3273,227,kusum rai,  18
3274,227,anil madhav dave,  2
3275,227,kumar deepak das,  18
3276,227,anil kumar sahani,  18
3277,227,a. elavarasan,  17
3278,227,bharatkumar raut,  17
3279,227,naresh gujral,  18
3280,227,lalhming liana,  19
3281,227,rangasayee ramakrishna, 20
3282,227,dilipbhai pandya,  9
3283,227,bhushan lal jangde, 18
3284,227,bimla kashyap sood,  19
3285,227,baishnab parida,  20
3286,227,dilip kumar tirkey,  18
3287,227,rabinarayan mohapatra,  18
3288,227,y. s. chowdary,  5
3289,227,gundu sudharani,  13
3290,227,a. w. rabi bernard,  14
3291,227,a.v. swamy,  17
3292,227,sabir ali,  16
3293,227,anil desai,  13
3294,227,sanjiv kumar, 20
3295,227,ajay sancheti,  8
3296,227,arun jaitley,  LOP
3297,227,p.j. kurien,  HDC
3298,227,maya singh,  20
3299,227,bhagat singh koshyari, 16
3300,227,rajiv pratap rudy,  20
3301,227,faggan singh kulaste,  17
3302,227,chandan mitra,  19
3303,227,nand kumar sai, 15
3304,227,prakash javadekar,  18
3305,227,om prakash mathur,  3
3306,227,smriti zubin irani,  12
3307,227,natuji halaji thakor,  5
3308,227,bharatsinh prabhatsinh parmar,  2
3309,227,aayanur manjunatha, 15
3310,227,tarun vijay, 13
3311,227,jai prakash narayan singh, 17
3312,227,basawaraj patil, 19
3313,227,bhupender yadav,  19
3314,227,gyan prakash pilania,  20
3315,227,shankarbhai n. vegad,  5
3316,227,mansukh mandaviya,  4
3317,227,,
3555,222,manmohan singh,  PM
3556,222,ambika soni,  M
3557,222,ashwani kumar,  M
3558,222,anand sharma,  M
3559,222,murli deora,  M
3560,222,saif-ud-din soz,  23
3561,222,mohsina kidwai, 22
3562,222,rishang keishing,  23
3563,222,janardan dwivedi,  23
3564,222,sushila tiriya,  17
3565,222,rajeev shukla,  23
3566,222,narendra budania,  22
3567,222,prabha thakur,  20
3568,222,viplove thakur,  22
3569,222,alka balram kshatriya,  23
3570,222,silvius condpan,  22
3571,222,praveen rashtrapal,  22
3572,222,parvez hashmi,  20
3573,222,shadi lal batra,  23
3574,222,p. kannan, 16
3575,222,naznin faruque,  22
3576,222,a.k. antony,  M
3577,222,s.m. krishna, M
3578,222,ghulam nabi azad,  M
3579,222,karan singh,  21
3580,222,vayalar ravi,  M
3581,222,m.s. gill,  M
3582,222,g.k. vasan,  M
3583,222,ahmed patel,  14
3584,222,p.j. kurien,  23
3585,222,oscar fernandes, 23
3586,222,jairam ramesh, M
3587,222,mani shankar aiyar,17
3588,222,jayanthi natarajan,  12
3589,222,nandi yellaiah,  17
3590,222,bhubaneswar kalita,  11
3591,222,mabel rebello, 22
3592,222,satish sharma,  18
3593,222,t. subbarami reddy,  15
3594,222,satyavrat chaturvedi,  23
3595,222,e.m. sudarsana natchiappan,  23
3596,222,mukut mithi,  19
3597,222,vijay jawaharlal darda,  13
3598,222,rama chandra khuntia,  21
3599,222,raashid alvi,  22
3600,222,v. hanumantha rao,  20
3601,222,dasari narayana rao,  12
3602,222,chaudhary birender singh,  21
3603,222,g. sanjeeva reddy,  17
3604,222,b. s. gnanadesikan,  14
3605,222,ram prakash,  23
3606,222,k. keshava rao,  21
3607,222,bhalchandra mungekar,19
3608,222,shantaram naik, 23
3609,222,abhishek manu singhvi,  17
3610,222,jesudasu seelam,  22
3611,222,ram dayal munda,21
3612,222,mohammad shafi,  23
3613,222,t. ratna bai,  23
3614,222,vijaylaxmi sadho,  19
3615,222,anil h. lad, 18
3616,222,ishwar singh,  19
3617,222,mohd. ali khan,  23
3618,222,dhiraj prasad sahu, 17
3619,222,avinash pande,  22
3620,222,ashk ali tak,  23
3621,222,k.v.p. ramachandra rao,  19
3622,222,biswajit daimary,  10
3623,222,swapan sadhan bose,  5
3624,222,n. janardhana reddy,  12
3625,222,motilal vora, 23
3626,222,tariq anwar,  22
3627,222,mukul roy,  M
3628,222,prem chand gupta,  19
3629,222,d. raja,  21
3630,222,mohan singh,  22
3631,222,brinda karat,  18
3632,222,jabir husain,  23
3633,222,kanimozhi,  7
3634,222,moinul hassan,  8
3635,222,shyamal chakraborty,  12
3636,222,mahendra prasad,  23
3637,222,rajniti prasad,  23
3638,222,ram vilas paswan,  17
3639,222,yogendra p. trivedi,  13
3640,222,k.p. ramalingam,  20
3641,222,mangala kisan,  23
3642,222,tarini kanta roy,  12
3643,222,tapan kumar sen,  20
3644,222,h.k. dua,23
3645,222,shobhana bhartia,18
3646,222,shyam benegal,19
3647,222,ashok s. ganguly,22
3648,222,javed akhtar,13
3649,222,m.s. swaminathan,20
3650,222,() kapila vatsyayan,20
3651,222,vijay mallya, 9
3652,222,ram kripal yadav,  21
3653,222,janardhan waghmare,  17
3654,222,vasanthi stanley,  19
3655,222,t.m. selvaganapathi,  16
3656,222,b. jayashree,16
3657,222,barun mukherji,  22
3658,222,khekiho zhimomi,  19
3659,222,renubala pradhan,  11
3660,222,o.t. lepcha,  20
3661,222,thomas sangma, 21
3662,222,ishwarlal shankarlal jain,  18
3663,222,ranjitsinh vijaysinh mohite-patil,  20
3664,222,s. thangavelu,  16
3665,222,a.a. jinnah,  16
3666,222,g. n. ratanpuri,  22
3667,222,kanwar deep singh,  19
3668,222,mohammed adeeb,  22
3669,222,mahmood a. madani,  12
3670,222,r.c. singh,  22
3671,222,sitaram yechury,  21
3672,222,pyarimohan mohapatra,  13
3673,222,shivanand tiwari,  21
3674,222,satish chandra misra,  20
3675,222,prasanta chatterjee,  5
3676,222,ram gopal yadav,  15
3677,222,n. k. singh,  22
3678,222,brajesh pathak,  17
3679,222,v. maitreyan,  4
3680,222,mohammed amin,  23
3681,222,kishore kumar mohanty,  19
3682,222,ali anwar ansari,  19
3683,222,akhilesh das gupta,  19
3684,222,rajaram,  22
3685,222,veer singh,  18
3686,222,t.k. rangarajan,  6
3687,222,p. rajeeve,  15
3688,222,mahendra mohan,  19
3689,222,s.p.singh baghel,  22
3690,222,naresh agrawal,  16
3691,222,m.v. mysura reddy,  23
3692,222,sanjay raut,  18
3693,222,abani roy,  22
3694,222,syed azeez pasha,  22
3695,222,k.n. balagopal,  13
3696,222,rasheed masood,  13
3697,222,nandamuri harikrishna,  19
3698,222,jai prakash,  15
3699,222,ganga charan,  14
3700,222,brijlal khabri,  5
3701,222,p.r. rajan,  3
3702,222,saman pathak,  17
3703,222,parimal nathwani,  6
3704,222,amar singh,  8
3705,222,rajeev chandrasekhar, 22
3706,222,munquad ali,  5
3707,222,jugul kishore,  15
3708,222,avtar singh karimpuri,  18
3709,222,ambeth rajan,  23
3710,222,ahmad saeed malihabadi,  21
3711,222,sabir ali,  16
3712,222,jharna das baidya,  22
3713,222,t.n. seema,  12
3714,222,m.p. achuthan,  17
3715,222,k.e. ismail,  6
3716,222,veer pal singh yadav,  16
3717,222,salim ansari,  23
3718,222,pramod kureel,  7
3719,222,rajpal singh saini,  22
3720,222,narendra kumar kashyap,  22
3721,222,manohar joshi,  21
3722,222,m. venkaiah naidu,  19
3723,222,shanta kumar,  15
3724,222,s.s. ahluwalia, 22
3725,222,m. rama jois, 23
3726,222,ram jethmalani,  9
3727,222,vikram verma,  21
3728,222,c.p. thakur,  18
3729,222,balavant alias bal apte,  11
3730,222,ravi shankar prasad,  15
3731,222,paul manoj pandian,  7
3732,222,mukhtar abbas naqvi, 20
3733,222,balbir punj,  14
3734,222,vinay katiyar,  19
3735,222,kalraj mishra,  15
3736,222,birendra prasad baishya,  13
3737,222,sardar sukhdev singh dhindsa,  20
3738,222,n. balaganga,  2
3739,222,nand kumar sai, 22
3740,222,anusuiya uikey,  19
3741,222,parshottam rupala,  22
3742,222,prabhat jha,  17
3743,222,rajkumar dhoot,  8
3744,222,sardar balwinder singh bhunder,  17
3745,222,upendra kushwaha,  20
3746,222,shivpratap singh, 12
3747,222,v.p. singh badnore,  22
3748,222,raghunandan sharma,  20
3749,222,kusum rai,  19
3750,222,rudra narayan pany,  21
3751,222,kumar deepak das,  18
3752,222,anil kumar sahani,  21
3753,222,a. elavarasan,  18
3754,222,bharatkumar raut,  22
3755,222,naresh gujral,  20
3756,222,lalhming liana,  23
3757,222,surendra motilal patel,  16
3758,222,piyush goyal,  19
3759,222,anil madhav dave,  21
3760,222,kaptan singh solanki,  22
3761,222,shashi bhusan behera,  23
3762,222,baishnab parida,  21
3763,222,ranbir singh parjapati,  14
3764,222,y. s. chowdary,  18
3765,222,gundu sudharani,  18
3766,222,k.v. ramalingam,  6
3767,222,ram chandra prasad singh,  20
3768,222,hema malini, 3
3769,222,bimla kashyap sood,  22
3770,222,arun jaitley,  LOP
3771,222,k. rahman khan, HDC
3772,222,maya singh,  23
3773,222,bhagat singh koshyari, 19
3774,222,rajiv pratap rudy,  21
3775,222,ramdas agarwal,  19
3776,222,chandan mitra,  17
3777,222,vijaykumar rupani,  21
3778,222,prakash javadekar,  19
3779,222,om prakash mathur,  19
3780,222,avinash rai khanna,  23
3781,222,k.b. shanappa, 22
3782,222,shreegopal vyas, 22
3783,222,aayanur manjunatha, 18
3784,222,tarun vijay, 20
3785,222,kanjibhai patel,  23
3786,222,narayan singh kesari,  23
3787,222,pravin naik,  23
3788,222,gyan prakash pilania,  23
3789,222,jai prakash narayan singh, 22
3790,222,natuji halaji thakor,  21
3791,222,bharatsinh prabhatsinh parmar,  20
3792,222,,
3793,234,raj babbar, 4
3794,234,arun jaitley,  M
3795,234,manohar parrikar,  M
3796,234,mukhtar abbas naqvi, M
3797,234,nirmala sitharaman, M
3798,234,chaudhary birender singh,  M
3799,234,avinash rai khanna,  19
3800,234,vinay katiyar,  19
3801,234,prabhat jha,  19
3802,234,anil madhav dave,  18
3803,234,chandan mitra,  19
3804,234,nand kumar sai, 16
3805,234,tarun vijay, 19
3806,234,aayanur manjunatha, 18
3807,234,prabhakar kore, 18
3808,234,shankarbhai n. vegad,  19
3809,234,meghraj jain,  19
3810,234,ajay sancheti,  12
3811,234,ranvijay singh judev, 19
3812,234,chunibhai kanjibhai gohel,  19
3813,234,mahant shambhuprasadji tundiya,  19
3814,234,lal sinh vadodia,  18
3815,234,ram narain dudi,  19
3816,234,m. venkaiah naidu,  M
3817,234,ravi shankar prasad,  M
3818,234,thaawarchand gehlot,  M
3819,234,najma a. heptulla,  M
3820,234,jagat prakash nadda,  M
3821,234,dharmendra pradhan,  M
3822,234,piyush goyal,  M
3823,234,suresh prabhu,  M
3824,234,smriti zubin irani,  M
3825,234,prakash javadekar,  M
3826,234,satyanarayan jatiya,  19
3827,234,v.p. singh badnore,  19
3828,234,sardar sukhdev singh dhindsa,  14
3829,234,y. s. chowdary,  M
3830,234,sanjay raut,  17
3831,234,c.p. thakur,  18
3832,234,vijay goel,  18
3833,234,bimla kashyap sood,  18
3834,234,c.m. ramesh,  15
