,session_no,question_by,question_type,question_count
1398,222,Shri Ravi Shankar Prasad,STARRED,3
1399,222,Shri Ravi Shankar Prasad,UNSTARRED,24
1400,222,Shri S. Thangavelu,STARRED,2
1401,222,Shri S. Thangavelu,UNSTARRED,19
1402,222,Shri Sanjay Raut,STARRED,6
1403,222,Shri Sanjay Raut,UNSTARRED,18
1404,222,Shri Satyavrat Chaturvedi,STARRED,3
1405,222,Shri Satyavrat Chaturvedi,UNSTARRED,17
1406,222,Shri Shadi Lal Batra,STARRED,2
1407,222,Shri Shadi Lal Batra,UNSTARRED,8
1408,222,Shri Shantaram Naik,STARRED,5
1409,222,Shri Shantaram Naik,UNSTARRED,16
1410,222,Shri T.K. Rangarajan,STARRED,2
1411,222,Shri T.K. Rangarajan,UNSTARRED,23
1412,222,Shri Tapan Kumar Sen,STARRED,1
1413,222,Shri Tapan Kumar Sen,UNSTARRED,10
1414,222,Shri Tarun Vijay,STARRED,2
1415,222,Shri Tarun Vijay,UNSTARRED,10
1416,222,Shri V. Hanumantha Rao,UNSTARRED,1
1417,222,Shri Vijay Jawaharlal Darda,STARRED,1
1418,222,Shri Vijay Jawaharlal Darda,UNSTARRED,11
1419,222,Shri Y. S. Chowdary,STARRED,2
1420,222,Shri Y. S. Chowdary,UNSTARRED,19
1421,222,Smt. Bimla Kashyap Sood,STARRED,4
1422,222,Smt. Bimla Kashyap Sood,UNSTARRED,17
1423,222,Smt. Gundu Sudharani,STARRED,3
1424,222,Smt. Gundu Sudharani,UNSTARRED,27
1425,222,Smt. Jharna Das Baidya,UNSTARRED,1
1426,222,Smt. Kanimozhi,STARRED,2
1427,222,Smt. Kanimozhi,UNSTARRED,17
1428,222,Smt. Kusum Rai,STARRED,2
1429,222,Smt. Kusum Rai,UNSTARRED,29
1430,222,Smt. Viplove Thakur,STARRED,2
1431,222,Smt. Viplove Thakur,UNSTARRED,27
1432,223,Chaudhary Birender Singh,STARRED,1
1433,223,Chaudhary Birender Singh,UNSTARRED,2
1434,223,DR. BARUN MUKHERJI,UNSTARRED,3
1435,223,DR. GYAN PRAKASH PILANIA,STARRED,3
1436,223,DR. GYAN PRAKASH PILANIA,UNSTARRED,41
1437,223,DR. JANARDHAN WAGHMARE,STARRED,5
1438,223,DR. JANARDHAN WAGHMARE,UNSTARRED,44
1439,223,DR. PRABHA THAKUR,STARRED,2
1440,223,DR. PRABHA THAKUR,UNSTARRED,18
1441,223,DR. RAM PRAKASH,STARRED,4
1442,223,DR. RAM PRAKASH,UNSTARRED,18
1443,223,DR. YOGENDRA P. TRIVEDI,STARRED,4
1444,223,DR. YOGENDRA P. TRIVEDI,UNSTARRED,32
1445,223,Dr. Anil Kumar Sahani,STARRED,8
1446,223,Dr. Anil Kumar Sahani,UNSTARRED,42
1447,223,Dr. Bhalchandra Mungekar,STARRED,9
1448,223,Dr. Bhalchandra Mungekar,UNSTARRED,22
1449,223,Dr. Chandan Mitra,UNSTARRED,4
1450,223,Dr. E.M. Sudarsana Natchiappan,STARRED,3
1451,223,Dr. E.M. Sudarsana Natchiappan,UNSTARRED,20
1452,223,Dr. K.P. Ramalingam,STARRED,3
1453,223,Dr. K.P. Ramalingam,UNSTARRED,26
1454,223,Dr. K.V.P. Ramachandra Rao,STARRED,3
1455,223,Dr. K.V.P. Ramachandra Rao,UNSTARRED,34
1456,223,Dr. Kanwar Deep Singh,STARRED,3
1457,223,Dr. Kanwar Deep Singh,UNSTARRED,17
1458,223,Dr. Prabhakar Kore,STARRED,1
1459,223,Dr. Prabhakar Kore,UNSTARRED,6
1460,223,Dr. T. Subbarami Reddy,STARRED,8
1461,223,Dr. T. Subbarami Reddy,UNSTARRED,45
1462,223,Dr. T.N. Seema,STARRED,5
1463,223,Dr. T.N. Seema,UNSTARRED,31
1464,223,Dr. Vijay Mallya,STARRED,4
1465,223,Dr. Vijay Mallya,UNSTARRED,22
1466,223,MISS ANUSUIYA UIKEY,STARRED,1
1467,223,MISS ANUSUIYA UIKEY,UNSTARRED,29
1468,223,MISS MABEL REBELLO,STARRED,4
1469,223,MISS MABEL REBELLO,UNSTARRED,28
1470,223,MS. SUSHILA TIRIYA,STARRED,2
1471,223,MS. SUSHILA TIRIYA,UNSTARRED,11
1472,223,PROF RAM KAPSE,UNSTARRED,1
1473,223,PROF. VIJAY KUMAR MALHOTRA,UNSTARRED,1
1474,223,Prof. P.J. Kurien,STARRED,8
1475,223,Prof. P.J. Kurien,UNSTARRED,14
1476,223,Prof. Saif-ud-Din Soz,STARRED,5
1477,223,Prof. Saif-ud-Din Soz,UNSTARRED,20
1478,223,SHRI A. ELAVARASAN,STARRED,5
1479,223,SHRI A. ELAVARASAN,UNSTARRED,45
1480,223,SHRI A.A. JINNAH,STARRED,3
1481,223,SHRI A.A. JINNAH,UNSTARRED,14
1482,223,SHRI AHMAD SAEED MALIHABADI,UNSTARRED,6
1483,223,SHRI B.S. GNANADESIKAN,STARRED,1
1484,223,SHRI B.S. GNANADESIKAN,UNSTARRED,25
1485,223,SHRI BALAVANT ALIAS BAL APTE,UNSTARRED,17
1486,223,SHRI BANDARU DATTATRAYA,UNSTARRED,1
1487,223,SHRI BHAGAT SINGH KOSHYARI,STARRED,3
1488,223,SHRI BHAGAT SINGH KOSHYARI,UNSTARRED,34
1489,223,SHRI BHAGATRAM MANHAR,UNSTARRED,1
1490,223,SHRI BHARATKUMAR RAUT,UNSTARRED,19
1491,223,SHRI BHARATSINH PRABHATSINH PARMAR,STARRED,5
1492,223,SHRI BHARATSINH PRABHATSINH PARMAR,UNSTARRED,30
1493,223,SHRI BIRENDRA PRASAD BAISHYA,STARRED,1
1494,223,SHRI BIRENDRA PRASAD BAISHYA,UNSTARRED,25
1495,223,SHRI GANGA CHARAN,STARRED,4
1496,223,SHRI GANGA CHARAN,UNSTARRED,15
1497,223,SHRI GOVINDRAO ADIK,STARRED,3
1498,223,SHRI GOVINDRAO ADIK,UNSTARRED,28
1499,223,SHRI ISHWAR SINGH,STARRED,1
1500,223,SHRI ISHWAR SINGH,UNSTARRED,10
1501,223,SHRI JAI PRAKASH,STARRED,5
1502,223,SHRI JAI PRAKASH,UNSTARRED,29
1503,223,SHRI JAI PRAKASH NARAYAN SINGH,STARRED,4
1504,223,SHRI JAI PRAKASH NARAYAN SINGH,UNSTARRED,33
1505,223,SHRI K.E. ISMAIL,STARRED,2
1506,223,SHRI K.E. ISMAIL,UNSTARRED,40
1507,223,SHRI KALRAJ MISHRA,STARRED,3
1508,223,SHRI KALRAJ MISHRA,UNSTARRED,33
1509,223,SHRI KANJIBHAI PATEL,STARRED,8
1510,223,SHRI KANJIBHAI PATEL,UNSTARRED,30
1511,223,SHRI KISHORE KUMAR MOHANTY,UNSTARRED,5
1512,223,SHRI KUMAR DEEPAK DAS,STARRED,2
1513,223,SHRI KUMAR DEEPAK DAS,UNSTARRED,26
1514,223,SHRI M.V. MYSURA REDDEY,STARRED,2
1515,223,SHRI M.V. MYSURA REDDEY,UNSTARRED,47
1516,223,SHRI MAHENDRA MOHAN,STARRED,3
1517,223,SHRI MAHENDRA MOHAN,UNSTARRED,35
1518,223,SHRI MANGALA KISAN,STARRED,6
1519,223,SHRI MANGALA KISAN,UNSTARRED,30
1520,223,SHRI MANOHAR JOSHI,STARRED,1
1521,223,SHRI MANOHAR JOSHI,UNSTARRED,5
1522,223,SHRI MOHAN SINGH,STARRED,4
1523,223,SHRI MOHAN SINGH,UNSTARRED,39
1524,223,SHRI MOINUL HASSAN,STARRED,3
1525,223,SHRI MOINUL HASSAN,UNSTARRED,39
1526,223,SHRI N. BALAGANGA,STARRED,5
1527,223,SHRI N. BALAGANGA,UNSTARRED,47
1528,223,SHRI N.K. SINGH,STARRED,6
1529,223,SHRI N.K. SINGH,UNSTARRED,45
1530,223,SHRI NANDI YELLAIAH,UNSTARRED,32
1531,223,SHRI NARAYAN SINGH KESARI,UNSTARRED,3
1532,223,SHRI NATUJI HALAJI THAKOR,STARRED,6
1533,223,SHRI NATUJI HALAJI THAKOR,UNSTARRED,17
1534,223,SHRI O.T. LEPCHA,STARRED,3
1535,223,SHRI O.T. LEPCHA,UNSTARRED,24
1536,223,SHRI PERVEZ HASHMI,STARRED,4
1537,223,SHRI PERVEZ HASHMI,UNSTARRED,14
1538,223,SHRI PRAMOD KUREEL,UNSTARRED,8
1539,223,SHRI PRASANTA CHATTERJEE,STARRED,2
1540,223,SHRI PRASANTA CHATTERJEE,UNSTARRED,8
1541,223,SHRI PRAVIN NAIK,UNSTARRED,8
1542,223,SHRI R.C. SINGH,STARRED,5
1543,223,SHRI R.C. SINGH,UNSTARRED,46
1544,223,SHRI RAGHUNANDAN SHARMA,STARRED,1
1545,223,SHRI RAGHUNANDAN SHARMA,UNSTARRED,25
1546,223,SHRI RAJNITI PRASAD,STARRED,2
1547,223,SHRI RAJNITI PRASAD,UNSTARRED,16
1548,223,SHRI RAM VILAS PASWAN,STARRED,7
1549,223,SHRI RAM VILAS PASWAN,UNSTARRED,42
1550,223,SHRI RAMA CHANDRA KHUNTIA,STARRED,5
1551,223,SHRI RAMA CHANDRA KHUNTIA,UNSTARRED,47
1552,223,SHRI RAMDAS AGARWAL,STARRED,9
1553,223,SHRI RAMDAS AGARWAL,UNSTARRED,47
1554,223,SHRI RANJITSINH VIJAYSINH MOHITE PATIL,STARRED,2
1555,223,SHRI RANJITSINH VIJAYSINH MOHITE PATIL,UNSTARRED,32
1556,223,SHRI RUDRA NARAYAN PANY,STARRED,3
1557,223,SHRI RUDRA NARAYAN PANY,UNSTARRED,41
1558,223,SHRI S.S. AHLUWALIA,STARRED,1
1559,223,SHRI S.S. AHLUWALIA,UNSTARRED,6
1560,223,SHRI SABIR ALI,STARRED,4
1561,223,SHRI SABIR ALI,UNSTARRED,28
1562,223,SHRI SAMAN PATHAK,UNSTARRED,11
1563,223,SHRI SHANTA KUMAR,STARRED,1
1564,223,SHRI SHANTA KUMAR,UNSTARRED,10
1565,223,SHRI SHARAD ANANTRAO JOSHI,UNSTARRED,1
1566,223,SHRI SHIVANAND TIWARI,STARRED,3
1567,223,SHRI SHIVANAND TIWARI,UNSTARRED,30
1568,223,SHRI SHREEGOPAL VYAS,STARRED,3
1569,223,SHRI SHREEGOPAL VYAS,UNSTARRED,41
1570,223,SHRI SHYAMAL CHAKRABORTY,UNSTARRED,22
1571,223,SHRI SILVIUS CONDPAN,UNSTARRED,2
1572,223,SHRI SYED AZEEZ PASHA,STARRED,6
1573,223,SHRI SYED AZEEZ PASHA,UNSTARRED,42
1574,223,SHRI T.M. SELVAGANAPATHI,STARRED,4
1575,223,SHRI T.M. SELVAGANAPATHI,UNSTARRED,44
1576,223,SHRI T.M. VENKATACHALAM,UNSTARRED,1
1577,223,SHRI TARINI KANTA ROY,STARRED,3
1578,223,SHRI TARINI KANTA ROY,UNSTARRED,6
1579,223,SHRI TARIQ ANWAR,STARRED,4
1580,223,SHRI TARIQ ANWAR,UNSTARRED,37
1581,223,SHRI THOMAS SANGMA,STARRED,2
1582,223,SHRI THOMAS SANGMA,UNSTARRED,4
1583,223,SHRI UPENDRA KUSHWAHA,STARRED,2
1584,223,SHRI UPENDRA KUSHWAHA,UNSTARRED,17
1585,223,SHRI VASANTHI STANLEY,STARRED,5
1586,223,SHRI VASANTHI STANLEY,UNSTARRED,24
1587,223,SHRI VEER PAL SINGH YADAV,STARRED,2
1588,223,SHRI VEER PAL SINGH YADAV,UNSTARRED,3
1589,223,SHRI VIJAYKUMAR RUPANI,STARRED,2
1590,223,SHRI VIJAYKUMAR RUPANI,UNSTARRED,3
1591,223,SHRIMATI BRINDA KARAT,STARRED,3
1592,223,SHRIMATI BRINDA KARAT,UNSTARRED,12
1593,223,SHRIMATI HEMA MALINI,STARRED,4
1594,223,SHRIMATI HEMA MALINI,UNSTARRED,23
1595,223,SHRIMATI MAYA SINGH,STARRED,7
1596,223,SHRIMATI MAYA SINGH,UNSTARRED,37
1597,223,SHRIMATI RENUBALA PRADHAN,STARRED,4
1598,223,SHRIMATI RENUBALA PRADHAN,UNSTARRED,23
1599,223,SHRIMATI SHOBHANA BHARTIA,STARRED,8
1600,223,SHRIMATI SHOBHANA BHARTIA,UNSTARRED,41
1601,223,SHRIMATI T. RATNA BAI,STARRED,4
1602,223,SHRIMATI T. RATNA BAI,UNSTARRED,44
1603,223,Sardar Balwinder Singh Bhunder,STARRED,5
1604,223,Sardar Balwinder Singh Bhunder,UNSTARRED,36
1605,223,Sardar Sukhdev Singh Dhindsa,STARRED,7
1606,223,Sardar Sukhdev Singh Dhindsa,UNSTARRED,39
1607,223,Shri Ambeth Rajan,UNSTARRED,36
1608,223,Shri Anil Madhav Dave,STARRED,3
1609,223,Shri Anil Madhav Dave,UNSTARRED,29
1610,223,Shri Ashk Ali Tak,STARRED,5
1611,223,Shri Ashk Ali Tak,UNSTARRED,22
1612,223,Shri Avinash Pande,STARRED,4
1613,223,Shri Avinash Pande,UNSTARRED,15
1614,223,Shri Avinash Rai Khanna,STARRED,1
1615,223,Shri Avinash Rai Khanna,UNSTARRED,38
1616,223,Shri Avtar Singh Karimpuri,STARRED,4
1617,223,Shri Avtar Singh Karimpuri,UNSTARRED,23
1618,223,Shri Bhubaneswar Kalita,STARRED,5
1619,223,Shri Bhubaneswar Kalita,UNSTARRED,15
1620,223,Shri Biswajit Daimary,STARRED,1
1621,223,Shri Biswajit Daimary,UNSTARRED,1
1622,223,Shri Brijlal Khabri,UNSTARRED,11
1623,223,Shri D. Bandyopadhyay,UNSTARRED,1
1624,223,Shri D. Raja,STARRED,2
1625,223,Shri D. Raja,UNSTARRED,42
1626,223,Shri Dhiraj Prasad Sahu,STARRED,8
1627,223,Shri Dhiraj Prasad Sahu,UNSTARRED,41
1628,223,Shri H.K. Dua,UNSTARRED,5
1629,223,Shri Ishwarlal Shankarlal Jain,STARRED,7
1630,223,Shri Ishwarlal Shankarlal Jain,UNSTARRED,48
1631,223,Shri Jesudasu Seelam,UNSTARRED,6
1632,223,Shri K.N. Balagopal,STARRED,6
1633,223,Shri K.N. Balagopal,UNSTARRED,40
1634,223,Shri Kaptan Singh Solanki,STARRED,5
1635,223,Shri Kaptan Singh Solanki,UNSTARRED,31
1636,223,Shri Lalhming Liana,STARRED,1
1637,223,Shri Lalhming Liana,UNSTARRED,2
1638,223,Shri M. Venkaiah Naidu,UNSTARRED,5
1639,223,Shri M.P. Achuthan,STARRED,5
1640,223,Shri M.P. Achuthan,UNSTARRED,37
1641,223,Shri Meghraj Jain,UNSTARRED,16
1642,223,Shri Mohammed Adeeb,STARRED,6
1643,223,Shri Mohammed Adeeb,UNSTARRED,32
1644,223,Shri Mohd. Ali Khan,STARRED,3
1645,223,Shri Mohd. Ali Khan,UNSTARRED,48
1646,223,Shri Motilal Vora,STARRED,4
1647,223,Shri Motilal Vora,UNSTARRED,27
1648,223,Shri Mukut Mithi,UNSTARRED,2
1649,223,Shri Nand Kumar Sai,STARRED,6
1650,223,Shri Nand Kumar Sai,UNSTARRED,44
1651,223,Shri Narendra Kumar Kashyap,STARRED,8
1652,223,Shri Narendra Kumar Kashyap,UNSTARRED,40
1653,223,Shri Naresh Agrawal,STARRED,2
1654,223,Shri Naresh Agrawal,UNSTARRED,11
1655,223,Shri Naresh Gujral,STARRED,2
1656,223,Shri Naresh Gujral,UNSTARRED,9
1657,223,Shri Om Prakash Mathur,STARRED,1
1658,223,Shri Om Prakash Mathur,UNSTARRED,16
1659,223,Shri P. Rajeeve,STARRED,2
1660,223,Shri P. Rajeeve,UNSTARRED,45
1661,223,Shri Parimal Nathwani,STARRED,5
1662,223,Shri Parimal Nathwani,UNSTARRED,42
1663,223,Shri Parshottam Rupala,STARRED,3
1664,223,Shri Parshottam Rupala,UNSTARRED,31
1665,223,Shri Piyush Goyal,UNSTARRED,10
1666,223,Shri Prabhat Jha,STARRED,4
1667,223,Shri Prabhat Jha,UNSTARRED,44
1668,223,Shri Prakash Javadekar,STARRED,3
1669,223,Shri Prakash Javadekar,UNSTARRED,41
1670,223,Shri Praveen Rashtrapal,STARRED,3
1671,223,Shri Praveen Rashtrapal,UNSTARRED,14
1672,223,Shri Pyarimohan Mohapatra,STARRED,3
1673,223,Shri Pyarimohan Mohapatra,UNSTARRED,13
1674,223,Shri Rajeev Chandrasekhar,STARRED,6
1675,223,Shri Rajeev Chandrasekhar,UNSTARRED,38
1676,223,Shri Rajiv Pratap Rudy,STARRED,3
1677,223,Shri Rajiv Pratap Rudy,UNSTARRED,31
1678,223,Shri Rajkumar Dhoot,STARRED,6
1679,223,Shri Rajkumar Dhoot,UNSTARRED,45
1680,223,Shri Ram Chandra Prasad Singh,STARRED,5
1681,223,Shri Ram Chandra Prasad Singh,UNSTARRED,34
1682,223,Shri Ram Jethmalani,STARRED,4
1683,223,Shri Ram Jethmalani,UNSTARRED,32
1684,223,Shri Ram Kripal Yadav,STARRED,5
1685,223,Shri Ram Kripal Yadav,UNSTARRED,18
1686,223,Shri Ravi Shankar Prasad,STARRED,5
1687,223,Shri Ravi Shankar Prasad,UNSTARRED,31
1688,223,Shri S. Thangavelu,STARRED,4
1689,223,Shri S. Thangavelu,UNSTARRED,18
1690,223,Shri Sanjay Raut,STARRED,4
1691,223,Shri Sanjay Raut,UNSTARRED,36
1692,223,Shri Satish Chandra Misra,STARRED,1
1693,223,Shri Satish Chandra Misra,UNSTARRED,3
1694,223,Shri Satyavrat Chaturvedi,STARRED,4
1695,223,Shri Satyavrat Chaturvedi,UNSTARRED,26
1696,223,Shri Shadi Lal Batra,STARRED,4
1697,223,Shri Shadi Lal Batra,UNSTARRED,27
1698,223,Shri Shantaram Naik,STARRED,1
1699,223,Shri Shantaram Naik,UNSTARRED,6
1700,223,Shri Shivpratap Singh,UNSTARRED,7
1701,223,Shri T.K. Rangarajan,STARRED,2
1702,223,Shri T.K. Rangarajan,UNSTARRED,7
1703,223,Shri Tapan Kumar Sen,STARRED,3
1704,223,Shri Tapan Kumar Sen,UNSTARRED,13
1705,223,Shri Tarun Vijay,STARRED,2
1706,223,Shri Tarun Vijay,UNSTARRED,12
1707,223,Shri V. Hanumantha Rao,STARRED,1
1708,223,Shri V. Hanumantha Rao,UNSTARRED,8
1709,223,Shri V.P. Singh Badnore,UNSTARRED,7
1710,223,Shri Vijay Jawaharlal Darda,STARRED,7
1711,223,Shri Vijay Jawaharlal Darda,UNSTARRED,40
1712,223,Shri Y. S. Chowdary,STARRED,2
1713,223,Shri Y. S. Chowdary,UNSTARRED,40
1714,223,Smt. Bimla Kashyap Sood,STARRED,3
1715,223,Smt. Bimla Kashyap Sood,UNSTARRED,22
1716,223,Smt. Gundu Sudharani,STARRED,4
1717,223,Smt. Gundu Sudharani,UNSTARRED,42
1718,223,Smt. Jharna Das Baidya,STARRED,2
1719,223,Smt. Jharna Das Baidya,UNSTARRED,6
1720,223,Smt. Kusum Rai,STARRED,6
1721,223,Smt. Kusum Rai,UNSTARRED,40
1722,223,Smt. Mohsina Kidwai,UNSTARRED,16
1723,223,Smt. Naznin Faruque,STARRED,1
1724,223,Smt. Naznin Faruque,UNSTARRED,20
1725,223,Smt. Smriti Zubin Irani,UNSTARRED,1
1726,223,Smt. Viplove Thakur,STARRED,4
1727,223,Smt. Viplove Thakur,UNSTARRED,34
1728,224,DR. GYAN PRAKASH PILANIA,STARRED,6
1729,224,DR. GYAN PRAKASH PILANIA,UNSTARRED,34
1730,224,DR. JANARDHAN WAGHMARE,STARRED,3
1731,224,DR. JANARDHAN WAGHMARE,UNSTARRED,41
1732,224,DR. KAPILA VATSYAYAN,UNSTARRED,1
1733,224,DR. PRABHA THAKUR,STARRED,1
1734,224,DR. PRABHA THAKUR,UNSTARRED,16
1735,224,DR. RAM PRAKASH,STARRED,3
1736,224,DR. RAM PRAKASH,UNSTARRED,7
1737,224,DR. YOGENDRA P. TRIVEDI,STARRED,1
1738,224,DR. YOGENDRA P. TRIVEDI,UNSTARRED,10
1739,224,Dr. Anil Kumar Sahani,STARRED,7
1740,224,Dr. Anil Kumar Sahani,UNSTARRED,34
1741,224,Dr. Chandan Mitra,STARRED,1
1742,224,Dr. Chandan Mitra,UNSTARRED,3
1743,224,Dr. E.M. Sudarsana Natchiappan,STARRED,3
1744,224,Dr. E.M. Sudarsana Natchiappan,UNSTARRED,11
1745,224,Dr. K.P. Ramalingam,STARRED,3
1746,224,Dr. K.P. Ramalingam,UNSTARRED,21
1747,224,Dr. K.V.P. Ramachandra Rao,STARRED,8
1748,224,Dr. K.V.P. Ramachandra Rao,UNSTARRED,37
1749,224,Dr. Kanwar Deep Singh,STARRED,1
1750,224,Dr. Prabhakar Kore,UNSTARRED,5
1751,224,Dr. T. Subbarami Reddy,STARRED,2
1752,224,Dr. T. Subbarami Reddy,UNSTARRED,40
1753,224,Dr. T.N. Seema,STARRED,1
1754,224,Dr. T.N. Seema,UNSTARRED,31
1755,224,Dr. V. Maitreyan,UNSTARRED,1
1756,224,Dr. Vijay Mallya,STARRED,1
1757,224,Dr. Vijay Mallya,UNSTARRED,4
1758,224,MISS ANUSUIYA UIKEY,STARRED,3
1759,224,MISS ANUSUIYA UIKEY,UNSTARRED,29
1760,224,MISS MABEL REBELLO,STARRED,1
1761,224,MISS MABEL REBELLO,UNSTARRED,24
1762,224,PROF. R.B.S. VARMA,UNSTARRED,1
1763,224,Prof. P.J. Kurien,STARRED,2
1764,224,Prof. P.J. Kurien,UNSTARRED,15
1765,224,Prof. Saif-ud-Din Soz,STARRED,4
1766,224,Prof. Saif-ud-Din Soz,UNSTARRED,9
1767,224,SHRI A. ELAVARASAN,STARRED,4
1768,224,SHRI A. ELAVARASAN,UNSTARRED,46
1769,224,SHRI A.A. JINNAH,UNSTARRED,3
1770,224,SHRI AJAY MAKEN,UNSTARRED,1
1771,224,SHRI B.S. GNANADESIKAN,STARRED,2
1772,224,SHRI B.S. GNANADESIKAN,UNSTARRED,8
1773,224,SHRI BALAVANT ALIAS BAL APTE,STARRED,5
1774,224,SHRI BALAVANT ALIAS BAL APTE,UNSTARRED,27
1775,224,SHRI BALWANT SINGH RAMOOWALIA,UNSTARRED,1
1776,224,SHRI BHAGAT SINGH KOSHYARI,STARRED,5
1777,224,SHRI BHAGAT SINGH KOSHYARI,UNSTARRED,25
1778,224,SHRI BHARATKUMAR RAUT,STARRED,4
1779,224,SHRI BHARATKUMAR RAUT,UNSTARRED,10
1780,224,SHRI BHARATSINH PRABHATSINH PARMAR,STARRED,4
1781,224,SHRI BHARATSINH PRABHATSINH PARMAR,UNSTARRED,29
1782,224,SHRI BIRENDRA PRASAD BAISHYA,STARRED,4
1783,224,SHRI BIRENDRA PRASAD BAISHYA,UNSTARRED,20
1784,224,SHRI DILIP KUMAR MANSUKH LAL GANDHI,UNSTARRED,1
1785,224,SHRI GANGA CHARAN,STARRED,5
1786,224,SHRI GANGA CHARAN,UNSTARRED,10
1787,224,SHRI GOVINDRAO ADIK,STARRED,1
1788,224,SHRI GOVINDRAO ADIK,UNSTARRED,26
1789,224,SHRI GUNDAPPA KORWAR,UNSTARRED,1
1790,224,SHRI ISHWAR SINGH,STARRED,2
1791,224,SHRI ISHWAR SINGH,UNSTARRED,19
1792,224,SHRI JAI PRAKASH,STARRED,2
1793,224,SHRI JAI PRAKASH,UNSTARRED,26
1794,224,SHRI JAI PRAKASH NARAYAN SINGH,UNSTARRED,15
1795,224,SHRI K.E. ISMAIL,UNSTARRED,8
1796,224,SHRI KALRAJ MISHRA,STARRED,3
1797,224,SHRI KALRAJ MISHRA,UNSTARRED,22
1798,224,SHRI KANJIBHAI PATEL,STARRED,3
1799,224,SHRI KANJIBHAI PATEL,UNSTARRED,16
1800,224,SHRI KANWAR DEEP SHARMA,UNSTARRED,7
1801,224,SHRI KISHORE KUMAR MOHANTY,UNSTARRED,9
1802,224,SHRI KUMAR DEEPAK DAS,STARRED,1
1803,224,SHRI KUMAR DEEPAK DAS,UNSTARRED,17
1804,224,SHRI M. RAMA JOIS,STARRED,1
1805,224,SHRI M. RAMA JOIS,UNSTARRED,1
1806,224,SHRI M.V. MYSURA REDDEY,STARRED,4
1807,224,SHRI M.V. MYSURA REDDEY,UNSTARRED,34
1808,224,SHRI M.V. RAJASEKHARAN,UNSTARRED,1
1809,224,SHRI MAHENDRA MOHAN,STARRED,1
1810,224,SHRI MAHENDRA MOHAN,UNSTARRED,33
1811,224,SHRI MANGALA KISAN,STARRED,1
1812,224,SHRI MANGALA KISAN,UNSTARRED,20
1813,224,SHRI MANOHAR JOSHI,UNSTARRED,15
1814,224,SHRI MOHAN SINGH,UNSTARRED,26
1815,224,SHRI MOINUL HASSAN,STARRED,3
1816,224,SHRI MOINUL HASSAN,UNSTARRED,36
1817,224,SHRI MOOLCHAND MEENA,UNSTARRED,1
1818,224,SHRI N. BALAGANGA,STARRED,8
1819,224,SHRI N. BALAGANGA,UNSTARRED,32
1820,224,SHRI N.K. SINGH,STARRED,5
1821,224,SHRI N.K. SINGH,UNSTARRED,40
1822,224,SHRI NANDI YELLAIAH,UNSTARRED,29
1823,224,SHRI NATUJI HALAJI THAKOR,STARRED,2
1824,224,SHRI NATUJI HALAJI THAKOR,UNSTARRED,17
1825,224,SHRI O.T. LEPCHA,STARRED,2
1826,224,SHRI O.T. LEPCHA,UNSTARRED,6
1827,224,SHRI P.R. RAJAN,UNSTARRED,1
1828,224,SHRI PERVEZ HASHMI,UNSTARRED,6
1829,224,SHRI PRAMOD KUREEL,UNSTARRED,4
1830,224,SHRI R.C. SINGH,STARRED,1
1831,224,SHRI R.C. SINGH,UNSTARRED,36
1832,224,SHRI RAGHUNANDAN SHARMA,STARRED,2
1833,224,SHRI RAGHUNANDAN SHARMA,UNSTARRED,16
1834,224,SHRI RAJIV CHANDRASEKHAR,STARRED,1
1835,224,SHRI RAJIV CHANDRASEKHAR,UNSTARRED,1
1836,224,SHRI RAJNITI PRASAD,STARRED,2
1837,224,SHRI RAJNITI PRASAD,UNSTARRED,8
1838,224,SHRI RAM DAS AGARWAL,STARRED,4
1839,224,SHRI RAM DAS AGARWAL,UNSTARRED,14
1840,224,SHRI RAM VILAS PASWAN,STARRED,1
1841,224,SHRI RAM VILAS PASWAN,UNSTARRED,19
1842,224,SHRI RAMA CHANDRA KHUNTIA,STARRED,5
1843,224,SHRI RAMA CHANDRA KHUNTIA,UNSTARRED,39
1844,224,SHRI RAMA MUNI REDDY SIRIGIREDDY,UNSTARRED,1
1845,224,SHRI RAMDAS AGARWAL,STARRED,4
1846,224,SHRI RAMDAS AGARWAL,UNSTARRED,14
1847,224,SHRI RANJITSINH VIJAYSINH MOHITE PATIL,STARRED,2
1848,224,SHRI RANJITSINH VIJAYSINH MOHITE PATIL,UNSTARRED,16
1849,224,SHRI RASHEED MASOOD,STARRED,6
1850,224,SHRI RASHEED MASOOD,UNSTARRED,35
1851,224,SHRI RUDRA NARAYAN PANY,STARRED,2
1852,224,SHRI RUDRA NARAYAN PANY,UNSTARRED,35
1853,224,SHRI S.S. AHLUWALIA,STARRED,1
1854,224,SHRI S.S. AHLUWALIA,UNSTARRED,9
1855,224,SHRI SAMAN PATHAK,UNSTARRED,5
1856,224,SHRI SHANTA KUMAR,STARRED,2
1857,224,SHRI SHANTA KUMAR,UNSTARRED,3
1858,224,SHRI SHIVANAND TIWARI,STARRED,5
1859,224,SHRI SHIVANAND TIWARI,UNSTARRED,29
1860,224,SHRI SHREEGOPAL VYAS,STARRED,4
1861,224,SHRI SHREEGOPAL VYAS,UNSTARRED,40
1862,224,SHRI SHYAMAL CHAKRABORTY,STARRED,3
1863,224,SHRI SHYAMAL CHAKRABORTY,UNSTARRED,17
1864,224,SHRI SUKHDEV SINGH,UNSTARRED,1
1865,224,SHRI SYED AZEEZ PASHA,STARRED,3
