,session_no,question_by,question_type,question_count
6129,237,Shri Neeraj Shekhar,STARRED   ,3
6130,237,Shri Neeraj Shekhar,UNSTARRED ,33
6131,237,Shri P. Bhattacharya,STARRED   ,5
6132,237,Shri P. Bhattacharya,UNSTARRED ,20
6133,237,Shri P.L. Punia,STARRED   ,3
6134,237,Shri P.L. Punia,UNSTARRED ,27
6135,237,Shri Palvai Govardhan Reddy,STARRED   ,4
6136,237,Shri Palvai Govardhan Reddy,UNSTARRED ,29
6137,237,Shri Pankaj Bora,STARRED   ,1
6138,237,Shri Pankaj Bora,UNSTARRED ,26
6139,237,Shri Parimal Nathwani,UNSTARRED ,32
6140,237,Shri Parvez Hashmi,STARRED   ,2
6141,237,Shri Parvez Hashmi,UNSTARRED ,19
6142,237,Shri Paul Manoj Pandian,STARRED   ,5
6143,237,Shri Paul Manoj Pandian,UNSTARRED ,36
6144,237,Shri Prabhat Jha,UNSTARRED ,23
6145,237,Shri Praful Patel,UNSTARRED ,2
6146,237,Shri Pramod Tiwari,STARRED   ,3
6147,237,Shri Pramod Tiwari,UNSTARRED ,26
6148,237,Shri Praveen Rashtrapal,STARRED   ,1
6149,237,Shri Praveen Rashtrapal,UNSTARRED ,4
6150,237,Shri Pyarimohan Mohapatra,STARRED   ,1
6151,237,Shri Pyarimohan Mohapatra,UNSTARRED ,4
6152,237,Shri Raj Babbar,UNSTARRED ,19
6153,237,Shri Rajeev Chandrasekhar,UNSTARRED ,10
6154,237,Shri Rajeev Shukla,UNSTARRED ,8
6155,237,Shri Rajkumar Dhoot,STARRED   ,4
6156,237,Shri Rajkumar Dhoot,UNSTARRED ,31
6157,237,Shri Ram Kumar Kashyap,STARRED   ,1
6158,237,Shri Ram Kumar Kashyap,UNSTARRED ,20
6159,237,Shri Ram Narain Dudi,STARRED   ,1
6160,237,Shri Ram Narain Dudi,UNSTARRED ,8
6161,237,Shri Ram Nath Thakur,STARRED   ,6
6162,237,Shri Ram Nath Thakur,UNSTARRED ,20
6163,237,Shri Ramdas Athawale,STARRED   ,4
6164,237,Shri Ramdas Athawale,UNSTARRED ,33
6165,237,Shri Rangasayee Ramakrishna,UNSTARRED ,4
6166,237,Shri Ranjib Biswal,STARRED   ,2
6167,237,Shri Ranjib Biswal,UNSTARRED ,31
6168,237,Shri Ranvijay Singh Judev,UNSTARRED ,5
6169,237,Shri Ravi Prakash Verma,STARRED   ,2
6170,237,Shri Ravi Prakash Verma,UNSTARRED ,33
6171,237,Shri Ritabrata Banerjee,STARRED   ,2
6172,237,Shri Ritabrata Banerjee,UNSTARRED ,17
6173,237,Shri Ronald Sapa Tlau,UNSTARRED ,8
6174,237,Shri S. Thangavelu,STARRED   ,6
6175,237,Shri S. Thangavelu,UNSTARRED ,32
6176,237,Shri Sachin Ramesh Tendulkar,UNSTARRED ,7
6177,237,Shri Salim Ansari,STARRED   ,2
6178,237,Shri Salim Ansari,UNSTARRED ,13
6179,237,Shri Sanjay Raut,STARRED   ,5
6180,237,Shri Sanjay Raut,UNSTARRED ,26
6181,237,Shri Sanjiv Kumar,STARRED   ,4
6182,237,Shri Sanjiv Kumar,UNSTARRED ,12
6183,237,Shri Santiuse Kujur,STARRED   ,2
6184,237,Shri Santiuse Kujur,UNSTARRED ,14
6185,237,Shri Shadi Lal Batra,UNSTARRED ,3
6186,237,Shri Shankarbhai N. Vegad,STARRED   ,1
6187,237,Shri Shankarbhai N. Vegad,UNSTARRED ,6
6188,237,Shri Shantaram Naik,STARRED   ,3
6189,237,Shri Shantaram Naik,UNSTARRED ,16
6190,237,Shri Sukhendu Sekhar Roy,STARRED   ,1
6191,237,Shri Sukhendu Sekhar Roy,UNSTARRED ,5
6192,237,Shri T. Rathinavel,STARRED   ,2
6193,237,Shri T. Rathinavel,UNSTARRED ,33
6194,237,Shri T.K. Rangarajan,STARRED   ,1
6195,237,Shri T.K. Rangarajan,UNSTARRED ,18
6196,237,Shri Tapan Kumar Sen,STARRED   ,5
6197,237,Shri Tapan Kumar Sen,UNSTARRED ,14
6198,237,Shri Tarun Vijay,STARRED   ,1
6199,237,Shri Tarun Vijay,UNSTARRED ,4
6200,237,Shri Tiruchi Siva,STARRED   ,3
6201,237,Shri Tiruchi Siva,UNSTARRED ,17
6202,237,Shri V.P. Singh Badnore,STARRED   ,1
6203,237,Shri V.P. Singh Badnore,UNSTARRED ,3
6204,237,Shri Vayalar Ravi,UNSTARRED ,2
6205,237,Shri Vijay Goel,STARRED   ,5
6206,237,Shri Vijay Goel,UNSTARRED ,29
6207,237,Shri Vijay Jawaharlal Darda,STARRED   ,3
6208,237,Shri Vijay Jawaharlal Darda,UNSTARRED ,30
6209,237,Shri Vishambhar Prasad Nishad,STARRED   ,2
6210,237,Shri Vishambhar Prasad Nishad,UNSTARRED ,19
6211,237,Shri Vivek Gupta,STARRED   ,4
6212,237,Shri Vivek Gupta,UNSTARRED ,35
6213,237,Smt. Ambika Soni,STARRED   ,1
6214,237,Smt. Ambika Soni,UNSTARRED ,18
6215,237,Smt. Bimla Kashyap Sood,STARRED   ,1
6216,237,Smt. Bimla Kashyap Sood,UNSTARRED ,7
6217,237,Smt. Jaya Bachchan,STARRED   ,1
6218,237,Smt. Jaya Bachchan,UNSTARRED ,23
6219,237,Smt. Jharna Das Baidya,STARRED   ,1
6220,237,Smt. Jharna Das Baidya,UNSTARRED ,19
6221,237,Smt. Kahkashan Perween,STARRED   ,3
6222,237,Smt. Kahkashan Perween,UNSTARRED ,11
6223,237,Smt. Kanak Lata Singh,UNSTARRED ,16
6224,237,Smt. Kanimozhi,STARRED   ,1
6225,237,Smt. Kanimozhi,UNSTARRED ,11
6226,237,Smt. Naznin Faruque,STARRED   ,1
6227,237,Smt. Naznin Faruque,UNSTARRED ,13
6228,237,Smt. Rajani Patil,UNSTARRED ,27
6229,237,Smt. Renuka Chowdhury,STARRED   ,2
6230,237,Smt. Renuka Chowdhury,UNSTARRED ,33
6231,237,Smt. Sarojini Hembram,UNSTARRED ,23
6232,237,Smt. Sasikala Pushpa,STARRED   ,4
6233,237,Smt. Sasikala Pushpa,UNSTARRED ,31
6234,237,Smt. Thota Seetharama Lakshmi,UNSTARRED ,6
6235,237,Smt. Vandana Chavan,STARRED   ,1
6236,237,Smt. Vandana Chavan,UNSTARRED ,13
6237,237,Smt. Vijila Sathyananth,STARRED   ,2
6238,237,Smt. Vijila Sathyananth,UNSTARRED ,9
6239,237,Smt. Viplove Thakur,UNSTARRED ,18
6240,237,Smt. Wansuk Syiem,UNSTARRED ,27
6241,238,Dr. Anil Kumar Sahani,STARRED   ,1
6242,238,Dr. Anil Kumar Sahani,UNSTARRED ,1
6243,238,Dr. Bhalchandra Mungekar,STARRED   ,3
6244,238,Dr. Bhalchandra Mungekar,UNSTARRED ,20
6245,238,Dr. Bhushan Lal Jangde,UNSTARRED ,12
6246,238,Dr. C.P. Thakur,UNSTARRED ,5
6247,238,Dr. Chandan Mitra,STARRED   ,3
6248,238,Dr. Chandan Mitra,UNSTARRED ,27
6249,238,Dr. E.M. Sudarsana Natchiappan,STARRED   ,1
6250,238,Dr. E.M. Sudarsana Natchiappan,UNSTARRED ,5
6251,238,Dr. K. Keshava Rao,STARRED   ,1
6252,238,Dr. K. Keshava Rao,UNSTARRED ,4
6253,238,Dr. K.P. Ramalingam,STARRED   ,3
6254,238,Dr. K.P. Ramalingam,UNSTARRED ,34
6255,238,Dr. K.V.P. Ramachandra Rao,STARRED   ,5
6256,238,Dr. K.V.P. Ramachandra Rao,UNSTARRED ,25
6257,238,Dr. Kanwar Deep Singh,STARRED   ,1
6258,238,Dr. Kanwar Deep Singh,UNSTARRED ,21
6259,238,Dr. Prabhakar Kore,STARRED   ,2
6260,238,Dr. Prabhakar Kore,UNSTARRED ,7
6261,238,Dr. Pradeep Kumar Balmuchu,STARRED   ,3
6262,238,Dr. Pradeep Kumar Balmuchu,UNSTARRED ,13
6263,238,Dr. R. Lakshmanan,UNSTARRED ,10
6264,238,Dr. Sanjay Sinh,STARRED   ,2
6265,238,Dr. Sanjay Sinh,UNSTARRED ,28
6266,238,Dr. Satyanarayan Jatiya,STARRED   ,3
6267,238,Dr. Satyanarayan Jatiya,UNSTARRED ,12
6268,238,Dr. T. Subbarami Reddy,STARRED   ,2
6269,238,Dr. T. Subbarami Reddy,UNSTARRED ,30
6270,238,Dr. T.N. Seema,STARRED   ,1
6271,238,Dr. T.N. Seema,UNSTARRED ,23
6272,238,Dr. V. Maitreyan,STARRED   ,1
6273,238,Dr. V. Maitreyan,UNSTARRED ,33
6274,238,Dr. Vijaylaxmi Sadho,STARRED   ,1
6275,238,Dr. Vijaylaxmi Sadho,UNSTARRED ,7
6276,238,Kumari Selja,STARRED   ,1
6277,238,Kumari Selja,UNSTARRED ,9
6278,238,Prof. M.V. Rajeev Gowda,STARRED   ,1
6279,238,Prof. M.V. Rajeev Gowda,UNSTARRED ,9
6280,238,Sardar Balwinder Singh Bhunder,STARRED   ,1
6281,238,Sardar Balwinder Singh Bhunder,UNSTARRED ,6
6282,238,Shri A. K. Selvaraj,STARRED   ,3
6283,238,Shri A. K. Selvaraj,UNSTARRED ,33
6284,238,Shri A. W. Rabi Bernard,UNSTARRED ,2
6285,238,Shri A.U. Singh Deo,UNSTARRED ,28
6286,238,Shri Aayanur Manjunatha,UNSTARRED ,2
6287,238,Shri Ahmed Patel,STARRED   ,3
6288,238,Shri Ahmed Patel,UNSTARRED ,18
6289,238,Shri Ajay Sancheti,UNSTARRED ,29
6290,238,Shri Amar Shankar Sable,UNSTARRED ,10
6291,238,Shri Ambeth Rajan,STARRED   ,1
6292,238,Shri Ambeth Rajan,UNSTARRED ,36
6293,238,Shri Anand Sharma,UNSTARRED ,2
6294,238,Shri Ananda Bhaskar Rapolu,UNSTARRED ,1
6295,238,Shri Anil Desai,STARRED   ,2
6296,238,Shri Anil Desai,UNSTARRED ,22
6297,238,Shri Anubhav Mohanty,STARRED   ,3
6298,238,Shri Anubhav Mohanty,UNSTARRED ,25
6299,238,Shri Avinash Pande,STARRED   ,2
6300,238,Shri Avinash Pande,UNSTARRED ,25
6301,238,Shri Avinash Rai Khanna,UNSTARRED ,33
6302,238,Shri B.K. Hariprasad,STARRED   ,1
6303,238,Shri B.K. Hariprasad,UNSTARRED ,24
6304,238,Shri Baishnab Parida,STARRED   ,1
6305,238,Shri Baishnab Parida,UNSTARRED ,23
6306,238,Shri Basawaraj Patil,STARRED   ,2
6307,238,Shri Basawaraj Patil,UNSTARRED ,7
6308,238,Shri Bashistha Narain Singh,STARRED   ,2
6309,238,Shri Bashistha Narain Singh,UNSTARRED ,6
6310,238,Shri Bhupender Yadav,STARRED   ,2
6311,238,Shri Bhupender Yadav,UNSTARRED ,19
6312,238,Shri Bhupinder Singh,STARRED   ,6
6313,238,Shri Bhupinder Singh,UNSTARRED ,23
6314,238,Shri C.M. Ramesh,STARRED   ,2
6315,238,Shri C.M. Ramesh,UNSTARRED ,32
6316,238,Shri C.P. Narayanan,STARRED   ,1
6317,238,Shri C.P. Narayanan,UNSTARRED ,19
6318,238,Shri D. Kupendra Reddy,STARRED   ,1
6319,238,Shri D. Kupendra Reddy,UNSTARRED ,35
6320,238,Shri D. Raja,STARRED   ,5
6321,238,Shri D. Raja,UNSTARRED ,32
6322,238,Shri D.P. Tripathi,STARRED   ,1
6323,238,Shri D.P. Tripathi,UNSTARRED ,3
6324,238,Shri Darshan Singh Yadav,UNSTARRED ,18
6325,238,Shri Derek O Brien,STARRED   ,3
6326,238,Shri Derek O Brien,UNSTARRED ,31
6327,238,Shri Devender Goud T.,STARRED   ,1
6328,238,Shri Devender Goud T.,UNSTARRED ,18
6329,238,Shri Dhiraj Prasad Sahu,STARRED   ,1
6330,238,Shri Dhiraj Prasad Sahu,UNSTARRED ,5
6331,238,Shri Digvijaya Singh,UNSTARRED ,6
6332,238,Shri Dilip Kumar Tirkey,UNSTARRED ,19
6333,238,Shri Dilipbhai Pandya,STARRED   ,1
6334,238,Shri Dilipbhai Pandya,UNSTARRED ,7
6335,238,Shri Gulam Rasool Balyawi,STARRED   ,2
6336,238,Shri Gulam Rasool Balyawi,UNSTARRED ,21
6337,238,Shri Harivansh,STARRED   ,3
6338,238,Shri Harivansh,UNSTARRED ,22
6339,238,Shri Husain Dalwai,STARRED   ,1
6340,238,Shri Husain Dalwai,UNSTARRED ,23
6341,238,Shri Jesudasu Seelam,UNSTARRED ,2
6342,238,Shri K.C. Tyagi,STARRED   ,2
6343,238,Shri K.C. Tyagi,UNSTARRED ,24
6344,238,Shri K.K. Ragesh,STARRED   ,5
6345,238,Shri K.K. Ragesh,UNSTARRED ,33
6346,238,Shri K.N. Balagopal,UNSTARRED ,26
6347,238,Shri K.T.S. Tulsi,STARRED   ,3
6348,238,Shri K.T.S. Tulsi,UNSTARRED ,8
6349,238,Shri Kiranmay Nanda,STARRED   ,2
6350,238,Shri Kiranmay Nanda,UNSTARRED ,22
6351,238,Shri Lal Sinh Vadodia,STARRED   ,2
6352,238,Shri Lal Sinh Vadodia,UNSTARRED ,33
6353,238,Shri Mahendra Singh Mahra,STARRED   ,4
6354,238,Shri Mahendra Singh Mahra,UNSTARRED ,32
6355,238,Shri Majeed Memon,STARRED   ,1
6356,238,Shri Majeed Memon,UNSTARRED ,18
6357,238,Shri Mansukh L. Mandaviya,STARRED   ,2
6358,238,Shri Mansukh L. Mandaviya,UNSTARRED ,26
6359,238,Shri Md. Nadimul Haque,UNSTARRED ,25
6360,238,Shri Meghraj Jain,STARRED   ,3
6361,238,Shri Meghraj Jain,UNSTARRED ,31
6362,238,Shri Mohd. Ali Khan,STARRED   ,3
6363,238,Shri Mohd. Ali Khan,UNSTARRED ,26
6364,238,Shri Motilal Vora,STARRED   ,4
6365,238,Shri Motilal Vora,UNSTARRED ,24
6366,238,Shri N. Gokulakrishnan,STARRED   ,2
6367,238,Shri N. Gokulakrishnan,UNSTARRED ,31
6368,238,Shri Narayan Lal Panchariya,UNSTARRED ,17
6369,238,Shri Naresh Agrawal,STARRED   ,2
6370,238,Shri Naresh Agrawal,UNSTARRED ,17
6371,238,Shri Naresh Gujral,UNSTARRED ,2
6372,238,Shri Neeraj Shekhar,STARRED   ,2
6373,238,Shri Neeraj Shekhar,UNSTARRED ,25
6374,238,Shri P. Bhattacharya,STARRED   ,2
6375,238,Shri P. Bhattacharya,UNSTARRED ,10
6376,238,Shri P.L. Punia,STARRED   ,1
6377,238,Shri P.L. Punia,UNSTARRED ,29
6378,238,Shri Palvai Govardhan Reddy,STARRED   ,1
6379,238,Shri Palvai Govardhan Reddy,UNSTARRED ,18
6380,238,Shri Pankaj Bora,UNSTARRED ,10
6381,238,Shri Parimal Nathwani,STARRED   ,2
6382,238,Shri Parimal Nathwani,UNSTARRED ,21
6383,238,Shri Parvez Hashmi,STARRED   ,3
6384,238,Shri Parvez Hashmi,UNSTARRED ,22
6385,238,Shri Paul Manoj Pandian,STARRED   ,3
6386,238,Shri Paul Manoj Pandian,UNSTARRED ,22
6387,238,Shri Prabhat Jha,STARRED   ,2
6388,238,Shri Prabhat Jha,UNSTARRED ,33
6389,238,Shri Praveen Rashtrapal,UNSTARRED ,2
6390,238,Shri Raj Babbar,UNSTARRED ,6
6391,238,Shri Rajeev Chandrasekhar,STARRED   ,2
6392,238,Shri Rajeev Chandrasekhar,UNSTARRED ,22
6393,238,Shri Rajkumar Dhoot,STARRED   ,6
6394,238,Shri Rajkumar Dhoot,UNSTARRED ,28
6395,238,Shri Ram Kumar Kashyap,STARRED   ,3
6396,238,Shri Ram Kumar Kashyap,UNSTARRED ,13
6397,238,Shri Ram Narain Dudi,STARRED   ,1
6398,238,Shri Ram Narain Dudi,UNSTARRED ,1
6399,238,Shri Ram Nath Thakur,STARRED   ,3
6400,238,Shri Ram Nath Thakur,UNSTARRED ,18
6401,238,Shri Ramdas Athawale,STARRED   ,3
6402,238,Shri Ramdas Athawale,UNSTARRED ,22
6403,238,Shri Rangasayee Ramakrishna,UNSTARRED ,6
6404,238,Shri Ranjib Biswal,STARRED   ,2
6405,238,Shri Ranjib Biswal,UNSTARRED ,2
6406,238,Shri Ranvijay Singh Judev,UNSTARRED ,1
6407,238,Shri Ritabrata Banerjee,STARRED   ,4
6408,238,Shri Ritabrata Banerjee,UNSTARRED ,25
6409,238,Shri S. Thangavelu,STARRED   ,3
6410,238,Shri S. Thangavelu,UNSTARRED ,35
6411,238,Shri Salim Ansari,UNSTARRED ,18
6412,238,Shri Sanjay Raut,STARRED   ,2
6413,238,Shri Sanjay Raut,UNSTARRED ,23
6414,238,Shri Sanjiv Kumar,STARRED   ,4
6415,238,Shri Sanjiv Kumar,UNSTARRED ,11
6416,238,Shri Santiuse Kujur,UNSTARRED ,7
6417,238,Shri Shadi Lal Batra,STARRED   ,3
6418,238,Shri Shadi Lal Batra,UNSTARRED ,6
6419,238,Shri Shamsher Singh Manhas,STARRED   ,1
6420,238,Shri Shamsher Singh Manhas,UNSTARRED ,7
6421,238,Shri Shantaram Naik,STARRED   ,1
6422,238,Shri Shantaram Naik,UNSTARRED ,12
6423,238,Shri Sukhendu Sekhar Roy,UNSTARRED ,6
6424,238,Shri T.K. Rangarajan,UNSTARRED ,13
6425,238,Shri Tapan Kumar Sen,STARRED   ,2
6426,238,Shri Tapan Kumar Sen,UNSTARRED ,5
6427,238,Shri Tarun Vijay,STARRED   ,3
6428,238,Shri Tarun Vijay,UNSTARRED ,18
6429,238,Shri Tiruchi Siva,UNSTARRED ,8
6430,238,Shri V. Hanumantha Rao,UNSTARRED ,4
6431,238,Shri V.P. Singh Badnore,UNSTARRED ,1
6432,238,Shri Vayalar Ravi,UNSTARRED ,5
6433,238,Shri Vijay Goel,STARRED   ,1
6434,238,Shri Vijay Goel,UNSTARRED ,30
6435,238,Shri Vijay Jawaharlal Darda,STARRED   ,3
6436,238,Shri Vijay Jawaharlal Darda,UNSTARRED ,29
6437,238,Shri Vishambhar Prasad Nishad,STARRED   ,7
6438,238,Shri Vishambhar Prasad Nishad,UNSTARRED ,19
6439,238,Shri Vivek Gupta,STARRED   ,3
6440,238,Shri Vivek Gupta,UNSTARRED ,29
6441,238,Smt. Ambika Soni,STARRED   ,4
6442,238,Smt. Ambika Soni,UNSTARRED ,21
6443,238,Smt. Bimla Kashyap Sood,STARRED   ,2
6444,238,Smt. Bimla Kashyap Sood,UNSTARRED ,13
6445,238,Smt. Jaya Bachchan,STARRED   ,1
6446,238,Smt. Jaya Bachchan,UNSTARRED ,23
6447,238,Smt. Jharna Das Baidya,UNSTARRED ,8
6448,238,Smt. Kahkashan Perween,STARRED   ,1
6449,238,Smt. Kahkashan Perween,UNSTARRED ,1
6450,238,Smt. Kanak Lata Singh,STARRED   ,2
6451,238,Smt. Kanak Lata Singh,UNSTARRED ,20
6452,238,Smt. Naznin Faruque,STARRED   ,2
6453,238,Smt. Naznin Faruque,UNSTARRED ,6
6454,238,Smt. Rajani Patil,UNSTARRED ,24
6455,238,Smt. Renuka Chowdhury,STARRED   ,2
6456,238,Smt. Renuka Chowdhury,UNSTARRED ,26
6457,238,Smt. Sarojini Hembram,STARRED   ,1
6458,238,Smt. Sarojini Hembram,UNSTARRED ,10
6459,238,Smt. Thota Seetharama Lakshmi,UNSTARRED ,3
6460,238,Smt. Vandana Chavan,STARRED   ,1
6461,238,Smt. Vandana Chavan,UNSTARRED ,11
6462,238,Smt. Vijila Sathyananth,UNSTARRED ,4
6463,238,Smt. Viplove Thakur,UNSTARRED ,11
6464,238,Smt. Wansuk Syiem,UNSTARRED ,31
6465,239,Dr. Anil Kumar Sahani,STARRED   ,2
6466,239,Dr. Anil Kumar Sahani,UNSTARRED ,3
6467,239,Dr. Chandan Mitra,UNSTARRED ,31
6468,239,Dr. E.M. Sudarsana Natchiappan,UNSTARRED ,10
6469,239,Dr. K. Keshava Rao,UNSTARRED ,11
6470,239,Dr. K.P. Ramalingam,STARRED   ,6
6471,239,Dr. K.P. Ramalingam,UNSTARRED ,35
6472,239,Dr. K.V.P. Ramachandra Rao,STARRED   ,3
6473,239,Dr. K.V.P. Ramachandra Rao,UNSTARRED ,22
6474,239,Dr. Kanwar Deep Singh,STARRED   ,4
6475,239,Dr. Kanwar Deep Singh,UNSTARRED ,28
6476,239,Dr. Prabhakar Kore,STARRED   ,1
6477,239,Dr. Prabhakar Kore,UNSTARRED ,14
6478,239,Dr. Pradeep Kumar Balmuchu,STARRED   ,3
6479,239,Dr. Pradeep Kumar Balmuchu,UNSTARRED ,32
6480,239,Dr. R. Lakshmanan,UNSTARRED ,16
6481,239,Dr. Sanjay Sinh,STARRED   ,2
6482,239,Dr. Sanjay Sinh,UNSTARRED ,17
6483,239,Dr. Satyanarayan Jatiya,STARRED   ,2
6484,239,Dr. Satyanarayan Jatiya,UNSTARRED ,10
6485,239,Dr. T. Subbarami Reddy,STARRED   ,3
6486,239,Dr. T. Subbarami Reddy,UNSTARRED ,27
6487,239,Dr. V. Maitreyan,STARRED   ,3
6488,239,Dr. V. Maitreyan,UNSTARRED ,27
6489,239,Dr. Vijay Mallya,UNSTARRED ,3
6490,239,Dr. Vijaylaxmi Sadho,STARRED   ,4
6491,239,Dr. Vijaylaxmi Sadho,UNSTARRED ,23
6492,239,Kumari Selja,UNSTARRED ,6
6493,239,Mir Mohammad Fayaz,UNSTARRED ,5
6494,239,Prof. M.V. Rajeev Gowda,STARRED   ,4
6495,239,Prof. M.V. Rajeev Gowda,UNSTARRED ,34
6496,239,Shri A. K. Selvaraj,STARRED   ,4
6497,239,Shri A. K. Selvaraj,UNSTARRED ,35
6498,239,Shri A. W. Rabi Bernard,STARRED   ,5
6499,239,Shri A. W. Rabi Bernard,UNSTARRED ,31
6500,239,Shri A.U. Singh Deo,STARRED   ,3
6501,239,Shri A.U. Singh Deo,UNSTARRED ,36
6502,239,Shri Aayanur Manjunatha,STARRED   ,2
6503,239,Shri Aayanur Manjunatha,UNSTARRED ,34
6504,239,Shri Abdul Wahab,STARRED   ,1
6505,239,Shri Abdul Wahab,UNSTARRED ,15
6506,239,Shri Ahmed Patel,STARRED   ,2
6507,239,Shri Ahmed Patel,UNSTARRED ,4
6508,239,Shri Ajay Sancheti,UNSTARRED ,17
6509,239,Shri Amar Shankar Sable,STARRED   ,3
6510,239,Shri Amar Shankar Sable,UNSTARRED ,13
6511,239,Shri Ambeth Rajan,UNSTARRED ,32
6512,239,Shri Anand Sharma,STARRED   ,1
6513,239,Shri Anand Sharma,UNSTARRED ,14
6514,239,Shri Anil Desai,STARRED   ,3
6515,239,Shri Anil Desai,UNSTARRED ,24
6516,239,Shri Anubhav Mohanty,STARRED   ,3
6517,239,Shri Anubhav Mohanty,UNSTARRED ,30
6518,239,Shri Ashk Ali Tak,UNSTARRED ,2
6519,239,Shri Avinash Pande,STARRED   ,2
6520,239,Shri Avinash Pande,UNSTARRED ,27
6521,239,Shri B.K. Hariprasad,UNSTARRED ,4
6522,239,Shri Baishnab Parida,STARRED   ,3
6523,239,Shri Baishnab Parida,UNSTARRED ,35
6524,239,Shri Basawaraj Patil,STARRED   ,4
6525,239,Shri Basawaraj Patil,UNSTARRED ,7
6526,239,Shri Bhupinder Singh,STARRED   ,6
6527,239,Shri Bhupinder Singh,UNSTARRED ,24
6528,239,Shri Biswajit Daimary,UNSTARRED ,2
6529,239,Shri C.M. Ramesh,STARRED   ,1
6530,239,Shri C.M. Ramesh,UNSTARRED ,28
6531,239,Shri C.P. Narayanan,STARRED   ,2
6532,239,Shri C.P. Narayanan,UNSTARRED ,22
6533,239,Shri D. Kupendra Reddy,STARRED   ,2
6534,239,Shri D. Kupendra Reddy,UNSTARRED ,30
6535,239,Shri D. Raja,STARRED   ,1
6536,239,Shri D. Raja,UNSTARRED ,23
6537,239,Shri D.P. Tripathi,UNSTARRED ,2
6538,239,Shri Darshan Singh Yadav,UNSTARRED ,21
6539,239,Shri Devender Goud T.,STARRED   ,2
6540,239,Shri Devender Goud T.,UNSTARRED ,27
6541,239,Shri Digvijaya Singh,STARRED   ,1
6542,239,Shri Digvijaya Singh,UNSTARRED ,4
6543,239,Shri Dilip Kumar Tirkey,STARRED   ,3
6544,239,Shri Dilip Kumar Tirkey,UNSTARRED ,25
6545,239,Shri Dilipbhai Pandya,STARRED   ,1
6546,239,Shri Dilipbhai Pandya,UNSTARRED ,7
6547,239,Shri Gulam Rasool Balyawi,STARRED   ,2
6548,239,Shri Gulam Rasool Balyawi,UNSTARRED ,24
6549,239,Shri Harivansh,STARRED   ,1
6550,239,Shri Harivansh,UNSTARRED ,29
6551,239,Shri Hishey Lachungpa,UNSTARRED ,14
6552,239,Shri Husain Dalwai,STARRED   ,2
6553,239,Shri Husain Dalwai,UNSTARRED ,33
6554,239,Shri Jesudasu Seelam,STARRED   ,2
6555,239,Shri Jesudasu Seelam,UNSTARRED ,4
6556,239,Shri K. R. Arjunan,UNSTARRED ,17
6557,239,Shri K.C. Tyagi,STARRED   ,2
6558,239,Shri K.C. Tyagi,UNSTARRED ,28
6559,239,Shri K.K. Ragesh,STARRED   ,3
6560,239,Shri K.K. Ragesh,UNSTARRED ,25
6561,239,Shri K.T.S. Tulsi,STARRED   ,2
6562,239,Shri K.T.S. Tulsi,UNSTARRED ,7
6563,239,Shri Kiranmay Nanda,STARRED   ,1
6564,239,Shri Kiranmay Nanda,UNSTARRED ,6
6565,239,Shri Lal Sinh Vadodia,UNSTARRED ,33
6566,239,Shri Madhusudan Mistry,STARRED   ,1
6567,239,Shri Madhusudan Mistry,UNSTARRED ,4
6568,239,Shri Mahendra Singh Mahra,STARRED   ,5
6569,239,Shri Mahendra Singh Mahra,UNSTARRED ,34
6570,239,Shri Majeed Memon,UNSTARRED ,19
6571,239,Shri Mansukh L. Mandaviya,STARRED   ,4
6572,239,Shri Mansukh L. Mandaviya,UNSTARRED ,20
6573,239,Shri Md. Nadimul Haque,STARRED   ,1
6574,239,Shri Md. Nadimul Haque,UNSTARRED ,34
6575,239,Shri Meghraj Jain,STARRED   ,1
6576,239,Shri Meghraj Jain,UNSTARRED ,30
6577,239,Shri Mohd. Ali Khan,STARRED   ,5
6578,239,Shri Mohd. Ali Khan,UNSTARRED ,31
6579,239,Shri Motilal Vora,STARRED   ,4
6580,239,Shri Motilal Vora,UNSTARRED ,24
6581,239,Shri N. Gokulakrishnan,UNSTARRED ,33
6582,239,Shri Narayan Lal Panchariya,UNSTARRED ,22
6583,239,Shri Narendra Kumar Swain,STARRED   ,1
6584,239,Shri Narendra Kumar Swain,UNSTARRED ,11
6585,239,Shri Naresh Agrawal,STARRED   ,1
6586,239,Shri Naresh Agrawal,UNSTARRED ,13
6587,239,Shri Naresh Gujral,STARRED   ,1
6588,239,Shri Naresh Gujral,UNSTARRED ,4
6589,239,Shri Nazir Ahmed Laway,UNSTARRED ,8
6590,239,Shri Neeraj Shekhar,STARRED   ,4
6591,239,Shri Neeraj Shekhar,UNSTARRED ,28
6592,239,Shri P. Bhattacharya,STARRED   ,2
6593,239,Shri P. Bhattacharya,UNSTARRED ,13
6594,239,Shri P.L. Punia,STARRED   ,1
6595,239,Shri P.L. Punia,UNSTARRED ,35
6596,239,Shri Palvai Govardhan Reddy,STARRED   ,2
6597,239,Shri Palvai Govardhan Reddy,UNSTARRED ,35
6598,239,Shri Parimal Nathwani,STARRED   ,4
6599,239,Shri Parimal Nathwani,UNSTARRED ,26
6600,239,Shri Parvez Hashmi,STARRED   ,3
6601,239,Shri Parvez Hashmi,UNSTARRED ,21
6602,239,Shri Paul Manoj Pandian,STARRED   ,1
6603,239,Shri Paul Manoj Pandian,UNSTARRED ,35
6604,239,Shri Prabhat Jha,STARRED   ,2
6605,239,Shri Prabhat Jha,UNSTARRED ,24
6606,239,Shri Praveen Rashtrapal,STARRED   ,1
